dataset,strategy,requested_model_a,requested_model_b,n_overlap,acc_a,acc_b,n01_a0_b1,n10_a1_b0,mcnemar_stat,p_value
truthfulqa_mc1,few_shot_cot,gemma_4_e4b,phi_4_mini_reasoning,500,0.742,0.966,127,15,86.76760563380282,2.776628432389537e-23
truthfulqa_mc1,few_shot_cot,gemma_4_e4b,qwen3_30b_a3b,500,0.742,0.982,125,5,108.93076923076923,4.378259953581879e-31
truthfulqa_mc1,few_shot_cot,gemma_4_e4b,qwen3_8b,500,0.742,0.986,126,4,112.62307692307692,1.7228568300637562e-32
truthfulqa_mc1,few_shot_cot,phi_4_mini_reasoning,qwen3_30b_a3b,500,0.966,0.982,14,6,2.45,0.11531829833984375
truthfulqa_mc1,few_shot_cot,phi_4_mini_reasoning,qwen3_8b,500,0.966,0.986,15,5,4.05,0.04138946533203125
truthfulqa_mc1,few_shot_cot,qwen3_30b_a3b,qwen3_8b,500,0.982,0.986,7,5,0.08333333333333333,0.7744140625
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,gemma_4_e2b,500,0.792,0.546,36,159,76.32820512820513,1.2117792826598192e-19
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,gemma_4_e4b,500,0.792,0.732,49,79,6.5703125,0.010090139809438577
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,phi_4_mini_reasoning,500,0.792,0.954,98,17,55.65217391304348,5.0568270983240306e-15
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,qwen3_30b_a3b,500,0.792,0.99,102,3,91.46666666666667,9.516916568199439e-27
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,qwen3_8b,500,0.792,0.962,96,11,65.94392523364486,4.300826607582503e-18
truthfulqa_mc1,zero_shot,gemma_4_e2b,gemma_4_e4b,500,0.546,0.732,119,26,58.37241379310345,2.042211227296956e-15
truthfulqa_mc1,zero_shot,gemma_4_e2b,phi_4_mini_reasoning,500,0.546,0.954,212,8,187.31363636363636,1.475435794481297e-52
truthfulqa_mc1,zero_shot,gemma_4_e2b,qwen3_30b_a3b,500,0.546,0.99,224,2,216.11061946902655,4.757427808871687e-64
truthfulqa_mc1,zero_shot,gemma_4_e2b,qwen3_8b,500,0.546,0.962,215,7,193.01351351351352,1.4694645977453276e-54
truthfulqa_mc1,zero_shot,gemma_4_e4b,phi_4_mini_reasoning,500,0.732,0.954,126,15,85.81560283687944,4.971725343726952e-23
truthfulqa_mc1,zero_shot,gemma_4_e4b,qwen3_30b_a3b,500,0.732,0.99,132,3,121.36296296296297,1.8834358236050102e-35
truthfulqa_mc1,zero_shot,gemma_4_e4b,qwen3_8b,500,0.732,0.962,121,6,102.33070866141732,6.387974055984638e-29
truthfulqa_mc1,zero_shot,phi_4_mini_reasoning,qwen3_30b_a3b,500,0.954,0.99,22,4,11.115384615384615,0.0005335211753845215
truthfulqa_mc1,zero_shot,phi_4_mini_reasoning,qwen3_8b,500,0.954,0.962,21,17,0.23684210526315788,0.6271025701571489
truthfulqa_mc1,zero_shot,qwen3_30b_a3b,qwen3_8b,500,0.99,0.962,4,18,7.681818181818182,0.004343509674072266
